customer_id,natural_key,first_name,last_name,email,phone,address_line1,address_line2,city,state_region,postcode,country_code,latitude,longitude,birth_date,join_ts,is_vip,gdpr_consent
34,CUST--0-0---0,Jake,Gonzalez,wolflaura@example.net,0492 374 479,30/0 Acosta Brow,,North Scottchester,VIC,2686,AU,-36.599107,149.903608,1978-08-22,2024-11-16T07:40:59,False,True
35,CUST-09Z0-0A-,Cathy,Bradley,eric16@example.com,+61 467 370 592,18 Hernandez Parkway,,Vasquezbury,WA,2902,AU,-36.121720,137.002320,1977-09-30,2024-08-05T04:10:43,False,True
36,CUST---A9-ZAZ,James,Ortiz,annmoran@example.net,03 8878 6755,8/94 Sabrina Crossway,,St. Robertberg,SA,1647,AU,-38.019633,147.576916,1988-11-30,2024-11-05T09:06:56,False,True
37,CUST--A-Z-A90,April,Burns,ohampton@example.org,7993-7801,2 Dale Flat,,Lake John,SA,2956,AU,-39.299896,128.333924,1988-10-20,2024-12-09T03:48:30,False,True
38,CUST-ZZA0A0Z-,Michele,Sanchez,eanderson@example.net,+61 460 720 368,696 Jonathan Brace,,St. Michael,SA,2939,AU,-42.124175,126.471174,2004-09-20,2024-11-16T16:05:39,False,True
39,CUST-9-9A0A-0,Eric,Rollins,gpoole@example.org,+61206746361,0/27 Moon Part,,St. Sharon,NT,2636,AU,-34.870701,130.457916,1970-07-16,2024-11-27T05:36:21,False,True
40,CUST---00-00-,Stephen,Green,kellyfelicia@example.org,0489 533 366,823/557 Edwards Point,,West Gregorytown,SA,1964,AU,-41.171610,123.942234,2012-08-27,2024-10-23T17:49:38,False,True
41,CUST---90-Z0-,Sean,Brown,bvance@example.com,(03)82508690,6 Clark Rue,,Hectorton,SA,5817,AU,-35.885911,127.443150,1973-08-24,2024-09-10T01:20:52,False,True
42,CUST--A9A000-,Jeremy,Griffin,josephmckinney@example.net,0427.876.764,1/54 Katie Courtyard,,South Jose,SA,2620,AU,-35.482347,146.093653,2007-11-15,2024-07-13T11:31:45,False,True
43,CUST--99-Z-9A,Roberto,Hale,beckytrujillo@example.com,9203.2781,6 Moon Parade,,New Janettown,SA,2234,AU,-43.540090,143.845739,1986-04-27,2024-07-02T13:38:51,False,True
44,CUST----0--9A,John,Davis,palmermarvin@example.net,0400-510-157,Apt. 640 009 Austin Lees,,North Danielport,QLD,8447,AU,-37.331593,147.956341,2001-09-27,2024-05-27T19:54:03,False,True
45,CUST--Z09Z090,James,Shepherd,richardmiguel@example.org,03 1730 8628,Apt. 489 68 Anthony Ronde,,Baileyshire,NT,5582,AU,-41.047692,151.117779,1995-07-05,2024-05-20T00:17:41,False,False
46,CUST-Z---90-Z,Paul,Sullivan,zstewart@example.net,9355-4857,0 Julia Circus,,St. Jamieside,NT,4430,AU,-39.591768,135.182952,1971-10-16,2024-02-16T10:44:40,False,True
47,CUST----ZZZ0Z,Mary,Smith,qsmith@example.com,+61.7.4829.9354,Unit 61 499 Harvey Motorway,,Christopherbury,NSW,2619,AU,-36.757833,151.197690,2009-12-31,2024-07-06T03:17:16,False,True
48,CUST--999ZZ09,Pamela,Mcmahon,kcooper@example.net,(08).3330.1555,80 Ramirez Driveway,,Kramerburgh,NSW,2669,AU,-41.786328,114.528682,2001-08-26,2024-12-24T11:00:08,True,False
49,CUST-A0A--00-,Deborah,Johnson,iperez@example.net,92881585,27 Jennings Lookout,,West Shane,SA,2679,AU,-37.450781,145.347723,1996-08-12,2024-05-23T01:11:28,False,True
50,CUST-9A-ZZA9Z,Emma,Flores,sblack@example.com,+61-8-2710-8896,212/144 Alvarado Expressway,,Espinozaville,NSW,2128,AU,-38.028540,112.854298,1989-12-02,2024-05-04T04:35:05,False,True
51,CUST-Z--AZ---,Steven,Munoz,priceandrew@example.com,(03).9014.3700,03 Jackson Top,,Nelsonville,NT,3639,AU,-40.417577,143.537261,2012-10-29,2024-06-14T00:34:28,False,True
52,CUST-0-09-AZA,Marissa,Rhodes,mooredanielle@example.net,(07) 4783 7658,776 Fisher Broadway,,New Rickyburgh,ACT,2654,AU,-34.359738,114.433016,2002-12-21,2024-07-24T15:31:12,False,True
53,CUST-AZZ--A--,Richard,Velasquez,tracysmith@example.net,0441-090-740,Level 7 620 Wood Roadway,,Oliverland,QLD,4737,AU,-36.982206,146.111709,2009-06-18,2025-01-04T07:49:43,False,True
54,CUST-0Z90A09Z,Steven,Hartman,robertmiddleton@example.org,08.3653.9626,6 Michael Strand,,East Darinview,QLD,2932,AU,-43.034356,141.551840,1971-09-03,2024-10-11T02:11:01,False,True
55,CUST-09-9ZAZZ,Grace,Coleman,mannvanessa@example.com,+61.8.5466.7439,249/901 Deanna Crest,,Port Jeffreyville,TAS,2064,AU,-42.917816,145.814937,1992-12-22,2024-02-28T10:08:32,False,True
56,CUST--9A99---,Jeffrey,Nichols,bad_email,(03) 9504 4972,83/9 Hayden Crossroad,,South Scott,NSW,2677,AU,-35.301373,134.652844,1995-12-15,2024-02-05T05:09:55,True,True
57,CUST-00Z09-ZZ,Cody,Snyder,williamruiz@example.net,(02) 8050 2654,689 Lee Piazza,,Lake Jenniferbury,NSW,2926,AU,-37.821618,138.958748,1984-05-30,2024-08-14T15:26:16,False,True
58,CUST-9ZAA09Z-,Oscar,Austin,adamsdiana@example.org,0476 604 275,Unit 38 5 Ortiz Fire Track,,North Rebecca,ACT,4150,AU,-43.452180,120.176925,1978-12-13,2025-01-27T04:59:47,True,True
59,CUST------009,Michael,Waters,robertsmichelle@example.org,+61-455-468-143,684 Wheeler Gardens,,Weavermouth,SA,6264,AU,-35.378900,135.030366,2011-06-11,2024-07-26T23:18:24,True,True
60,CUST-090--ZAA,Courtney,Castillo,william65@example.org,(07)-5806-3893,Unit 06 12 Skinner Bridge,,West Steven,VIC,2928,AU,-41.784279,143.164715,1966-11-07,2024-09-18T23:03:18,False,True
61,CUST-Z---99A-,Angela,Howell,varcher@example.com,+61-450-131-141,8 Parker Ridge,,Taylorview,SA,2694,AU,-38.362645,135.178724,2010-08-23,2024-11-25T23:07:49,False,True
62,CUST-Z0AZ-900,Gail,Stone,allenryan@example.com,(02)-8032-8760,2 Dunlap Glen,,St. Mariashire,QLD,2928,AU,-40.312624,123.483081,1968-02-06,2024-11-10T21:37:47,False,True
63,CUST-0-Z0-9A-,Dennis,Lambert,kdelgado@example.com,88757532,58 Alexis Alleyway,,North Melvin,TAS,2920,AU,-42.274411,121.909749,1999-04-10,2024-08-12T19:04:50,False,True
64,CUST-99Z-A09Z,Charles,Moyer,troybolton@example.net,7539 0437,Unit 32 053 April Garden,,West Evelynstad,TAS,2817,AU,-37.434359,148.253708,1973-06-28,2024-06-19T02:58:02,False,True
65,CUST---Z9909A,Debra,Smith,franklinpage@example.net,0453-474-482,Apt. 985 6 Jones Wade,,Lisafurt,ACT,2924,AU,-43.817695,124.354643,1979-03-20,2024-06-23T17:42:16,False,True
66,CUST-AZA9-9--,Janice,Hughes,npope@example.com,90382166,7 Andrew Circle,,Brianburgh,NSW,2096,AU,-43.563076,126.571977,1981-04-23,2024-08-15T22:13:51,False,True
67,CUST-0-Z-0Z09,Leroy,Logan,laurie66@example.net,0284188305,Level 5 2 Torres Service Way,,North David,TAS,0286,AU,-42.616015,122.000128,2003-02-11,2024-07-09T20:11:24,False,True
68,CUST----AZA00,Steven,Davis,msmith@example.com,(08) 4151 6895,357/60 Ryan Dell,,Allenchester,NT,2579,AU,-40.260385,127.446645,1967-04-28,2024-07-10T08:10:30,False,True
69,CUST-A--9-0Z9,Deborah,Brown,danielle11@example.net,+61 8 4360 9188,947 Ian Strip,,Dickersonberg,TAS,2920,AU,-42.504804,149.609038,2014-08-16,2024-09-27T15:24:36,False,False
70,CUST-0--90AA0,David,Graves,thomassara@example.org,0436.372.425,Level 2 5 Hayes Triangle,,Lake Tonya,ACT,9268,AU,-43.984357,126.112642,2011-03-13,2024-08-01T06:49:11,False,True
71,CUST--00---A-,Laura,Nichols,roycrosby@example.com,+61 8 8466 4710,5 Trevor Colonnade,,Kimberlyport,NSW,2766,AU,-43.324404,121.645037,1969-04-19,2025-01-30T21:11:11,True,True
72,CUST--9-90099,Jason,Rodriguez,vazquezrebecca@example.com,0871983533,8 April Lane,,Valerietown,TAS,2993,AU,-42.005302,113.676238,1987-10-26,2024-09-20T14:29:56,False,True
73,CUST-Z-Z9AZAZ,Jamie,Ashley,xsalas@example.net,4305 0509,Apt. 497 764 Johnson Trailer,,Amberburgh,NT,5742,AU,-39.024766,148.972419,2006-08-02,2024-05-16T03:00:28,False,True
74,CUST--ZZZ9ZAA,Veronica,Smith,reyesjohn@example.net,07.6093.7568,2 Martinez Fire Track,,Colefort,QLD,9681,AU,-43.576448,146.801487,1991-08-18,2024-11-10T15:50:08,False,True
75,CUST-0A99-9-Z,Fernando,Lynch,kellysellers@example.net,+61-467-843-774,50 Reynolds Bend,,Rebeccaside,NT,2920,AU,-37.548371,126.486023,2010-11-21,2024-01-17T22:01:50,False,True
76,CUST-9--Z0A-Z,Kelly,Hartman,ambermoss@example.net,0409 143 340,33 Laura Heights,,East Eric,WA,2791,AU,-42.822390,142.998579,2000-01-14,2024-04-19T22:16:39,False,True
77,CUST-990-0AZA,Mitchell,Simpson,timothydavis@example.com,4539-9324,28/78 Nathan Roadway,,South Jasonport,VIC,2931,AU,-34.726755,137.508001,1992-06-06,2024-09-17T08:09:51,True,True
78,CUST---0Z--AZ,Aimee,Vasquez,tranthomas@example.com,5896 4244,911/220 Jillian Quadrangle,,Lewisbury,VIC,2697,AU,-35.766606,114.950029,1988-06-10,2024-11-24T02:42:00,False,True
79,CUST----0-A-9,David,Byrd,melissa32@example.com,0752093709,57 Tiffany Fire Track,,Kentfort,NT,2673,AU,-41.745297,149.899325,2006-07-21,2024-05-25T02:52:16,False,True
80,CUST--ZA--9--,Robert,Lewis,morenonathaniel@example.com,10700496,Flat 79 37 Irwin Walk,,Bridgetstad,VIC,2565,AU,-43.716265,113.818472,2011-09-29,2024-05-15T23:42:24,False,False
81,CUST-9-0Z99Z-,Michelle,Davila,andrew39@example.org,6605.2994,1/99 Curtis Point,,New Justin,TAS,2706,AU,-39.355578,125.607703,1972-11-20,2024-06-09T11:37:33,False,True
82,CUST--A0Z--AZ,Mary,Jones,proctorlaura@example.org,+61.2.3802.0498,Level 4 7 Stevens Parklands,,South Michael,NT,0829,AU,-35.358361,128.725390,1974-04-30,2024-06-16T21:01:58,False,True
83,CUST-A00ZA00-,Justin,Miller,matthew05@example.net,None,Unit 96 02 Martha Thoroughfare,,Smithbury,SA,3438,AU,-38.024812,145.713986,2002-03-21,2024-05-26T19:32:25,True,True
84,CUST--A0Z-0ZA,Michael,Sparks,evanspeter@example.com,0460 872 724,Apt. 401 6 Gonzalez Slope,,Lake Joelport,NT,2551,AU,-41.202793,151.563628,1970-08-29,2024-03-06T03:31:12,False,True
85,CUST-AA0-----,Laura,Moss,brittanyyork@example.org,+61 439 531 570,Suite 638 0 Janice Little,,New Justin,SA,2388,AU,-35.068683,117.591239,1988-07-29,2024-03-24T14:18:25,False,True
86,CUST---09-A0Z,Jennifer,Burke,danny44@example.net,08.0443.9622,21 Wang Crossroad,,Amyton,NT,2643,AU,-36.746758,139.521746,1962-05-23,2024-11-01T17:16:45,False,True
87,CUST-0-A-9-9-,James,Lee,juan62@example.org,+61-475-979-736,8/670 Shannon Extension,,Port Timothybury,QLD,2675,AU,-39.589614,128.751212,1997-01-17,2024-12-19T07:25:24,False,True
88,CUST-A99--9--,Elizabeth,Jones,justin39@example.com,99146326,Suite 980 86 Kelly Track,,North Brandonberg,TAS,2168,AU,-38.668729,133.850929,1983-09-19,2024-11-08T17:37:42,False,True
89,CUST--ZZ9099Z,Joshua,Nguyen,johncasey@example.com,(02) 8519 7700,00 Karina Causeway,,Jeffreyview,NSW,2992,AU,-40.054675,125.805387,1973-02-20,2024-05-28T01:31:53,False,True
90,CUST--0-Z-Z9-,Angela,Johnson,parsonswilliam@example.org,08.5476.2536,63 Alvarez Quad,,Cooperport,NSW,2064,AU,-38.689585,137.517783,1964-09-16,2024-02-21T15:02:52,False,True
91,CUST--90--900,Molly,Vega,sandra32@example.org,+61-7-0280-1288,3 Jonathan Highroad,,Christyhaven,SA,2443,AU,-36.768823,149.466775,1975-09-15,2024-08-01T06:24:00,False,True
92,CUST-Z--AA-Z9,Patricia,Mayer,edward34@example.org,07-7185-9817,4 Heather Corner,,West Donald,VIC,2603,AU,-35.911861,125.227364,2001-03-03,2024-11-27T09:22:00,False,True
93,CUST---9-0-90,Sarah,Martinez,kbradshaw@example.org,7004-6197,92/958 Bradford Block,,Martineztown,QLD,0942,AU,-41.519529,122.431411,1981-02-16,2024-08-16T09:43:15,False,False
94,CUST-A9990-ZA,Richard,Hayes,hernandezbrandy@example.net,(02)-9748-3783,405 Leon Centre,,Port Kevinfurt,QLD,2920,AU,-34.593644,126.701756,1979-10-24,2024-04-22T04:51:47,False,True
95,CUST-9-90--9-,Brittney,Price,wlewis@example.org,(07) 1979 6476,496 Alice Route,,Bergerville,NSW,2540,AU,-38.523508,132.219482,2011-05-19,2024-10-01T05:27:21,False,True
96,CUST-A-090A-0,Mark,Keith,michaelclark@example.net,1432 0200,65/179 Chelsea State Highway,,Dixonview,TAS,2981,AU,-40.918304,112.870818,1982-10-30,2024-01-02T07:56:00,False,True
97,CUST--AAZ0A0-,Michael,Clark,zsexton@example.com,(02).2811.9207,28 Powell Highway,,New Lorettafurt,VIC,2967,AU,-37.382075,133.572011,1991-03-14,2024-03-01T06:29:52,True,True
98,CUST-ZA909A0-,Mary,Greene,brianbright@example.com,0377142463,643 Johnson Edge,,Summersport,SA,2975,AU,-34.625896,141.000958,1970-02-14,2024-01-17T15:15:50,False,True
99,CUST--09A9-AA,Adam,Haynes,james57@example.net,02 1494 0105,Apt. 430 806 Neal Roadside,,West Stevenhaven,NT,3434,AU,-36.456143,143.042545,1972-07-27,2024-09-14T10:31:54,False,True
100,CUST--Z9Z9---,Dennis,Mccarty,taylorrebecca@example.net,02-1715-6883,0/06 Morton Underpass,,Port Gabrielhaven,SA,2611,AU,-43.531159,125.776593,1994-03-12,2024-09-25T11:36:17,False,True
101,CUST--0-09-Z-,Anna,Walker,chunt@example.org,4948 5681,8 Koch Crossing,,Davisburgh,NSW,2644,AU,-40.697370,115.162817,2000-05-08,2024-07-08T03:21:59,True,True
102,CUST--9--A-9A,Steven,Fitzgerald,stephenstracey@example.com,0070.1295,1 Fisher Nook,,Hernandezberg,NSW,2495,AU,-34.379224,116.692648,2002-12-19,2024-05-04T22:00:20,False,True
103,CUST-Z00ZZ-9Z,Robin,Brown,myersdarrell@example.com,+61 402 239 917,Apt. 697 747 Michael Gap,,North Christopherhaven,TAS,4890,AU,-40.797667,120.125100,1988-01-27,2024-07-30T01:39:52,True,True
104,CUST---9--ZZ0,Danielle,Todd,morganemily@example.com,(08).1370.6970,497 Brown Lookout,,Wandachester,QLD,2046,AU,-35.784081,150.660331,2004-01-05,2024-08-23T06:07:30,True,True
105,CUST--A9-A9A-,Anthony,Robinson,qbyrd@example.net,(03) 5040 6813,04 Corey Motorway,,New Kyle,NSW,2937,AU,-42.489704,120.748787,2000-11-28,2024-07-10T02:12:03,False,True
106,CUST-A0A-0AA-,Paul,Weaver,ruizandrew@example.net,6655.4176,Level 9 2 Gilbert Court,,Jamesland,NSW,0800,AU,-38.756146,121.638753,2007-03-25,2024-05-09T12:54:17,False,True
107,CUST-A-9Z9-9-,Lisa,Ortega,angela24@example.org,(02) 0542 7002,1 Brian Towers,,Johnmouth,ACT,2685,AU,-43.905498,118.855343,2004-11-04,2024-08-10T23:28:49,False,True
108,CUST-9A-0--Z-,James,Wallace,gomezrichard@example.net,+61-3-5372-7759,457/6 Browning Frontage,,West Rachelfort,VIC,4733,AU,-41.928419,117.767662,1995-09-25,2024-02-09T10:53:46,False,True
109,CUST-0-AZ99-9,Timothy,Li,nancy12@example.org,+61 2 6335 0707,02 Christian Quadrangle,,New Kathleenside,WA,2693,AU,-37.861348,135.824346,1989-04-12,2024-01-16T23:05:15,False,True
110,CUST--99A000-,Amy,Valentine,michaelvaughn@example.org,+61-406-415-411,None,,Wilsonland,SA,2166,AU,-36.161097,118.171076,1994-12-15,2024-06-11T13:07:57,False,True
111,CUST-A-A-0-Z0,Paul,Santos,rebeccasmith@example.net,+61-437-813-501,Level 8 7 Delgado Loop,,Franklinborough,SA,2413,AU,-36.155613,146.548727,1961-02-08,2024-05-29T15:03:58,False,True
112,CUST--0-----9,Paul,Bowman,kevinhuang@example.net,+61.424.652.233,57 Margaret Extension,,Carloschester,QLD,2406,AU,-39.788977,131.369253,1966-11-25,2024-07-03T09:09:50,False,True
113,CUST-A0A0Z--Z,Edward,Mitchell,xhenry@example.net,03-2321-8170,Unit 77 769 Rebecca Circle,,Hooverchester,NSW,2953,AU,-37.967887,139.811692,2002-12-22,2024-06-09T06:28:03,False,True
114,CUST-Z0-Z0Z0-,Eric,Walker,luis51@example.com,0377263145,Unit 88 608 Ashley Court,,East Angela,NT,2911,AU,-39.383778,140.334682,1999-05-03,2024-05-29T02:31:04,False,True
115,CUST-0Z--9Z99,Bradley,Campbell,esantos@example.net,03 3137 2069,1/8 Kelly Highroad,,South Laurie,WA,3672,AU,-34.765042,146.785349,1997-07-11,2024-10-05T01:20:18,False,True
116,CUST-Z-AA-999,Ashley,Cox,kristitaylor@example.org,4862 6741,Level 3 365 Michael Quadrant,,South Michaelborough,ACT,2622,AU,-41.412616,132.427050,2006-07-17,2024-10-12T21:08:09,False,True
117,CUST-0ZA-9-9-,Jon,Sutton,qmccullough@example.net,(02)95687536,394 Gilbert Way,,Michaelside,WA,0929,AU,-40.569333,143.370800,2006-10-01,2024-09-04T12:40:52,False,True
118,CUST-AZA9AAZ9,Carl,Solis,regina58@example.org,+61.422.306.259,6 Jamie Circus,,Kevinborough,SA,0840,AU,-39.736306,130.482166,1996-05-03,2024-11-18T06:42:56,False,True
119,CUST-0-90-A-0,John,Fowler,katherinemendez@example.com,9690-2589,439 Diane Centre,,Garciaview,ACT,2259,AU,-42.029257,116.558199,2003-11-30,2024-09-27T23:16:09,False,True
120,CUST-9Z-Z--90,Ruben,Hill,wallacemichelle@example.com,+61780964999,9 Walton Boulevard,,Antoniochester,NT,9824,AU,-40.266939,117.654342,1994-11-07,2024-08-02T21:42:54,False,True
121,CUST-Z099----,Dana,Cantu,mhenderson@example.com,6258 2539,1 Amber Pass,,Lake Angelaborough,SA,2461,AU,-42.048715,127.357767,2010-05-19,2024-09-15T23:46:39,False,True
122,CUST-0--ZAA-A,Gregory,Scott,jrobinson@example.net,+61-449-489-436,0 Arnold Edge,,Hickmanmouth,TAS,2647,AU,-42.867890,116.568266,2008-09-21,2024-07-06T19:44:06,False,True
123,CUST-AA0Z909-,Spencer,Jackson,heather23@example.org,0476.570.506,151 Tiffany Hill,,West Thomas,NT,2914,AU,-38.120761,126.025234,2014-10-01,2024-11-19T15:35:20,False,True
124,CUST--A-Z-Z--,Bryan,Pena,sdowns@example.net,0494 176 588,Level 5 40 Martin Thoroughfare,,St. Jeffrey,NT,2636,AU,-36.499059,128.463849,1965-04-26,2024-05-21T23:52:49,False,True
125,CUST--09--Z09,Tasha,Smith,pattersonscott@example.com,None,Suite 773 32 Javier Key,,Justinmouth,NT,2920,AU,-35.226826,130.187826,2003-10-14,2024-06-16T21:11:18,False,True
126,CUST-0ZA9-909,Zachary,Preston,grosswilliam@example.net,0403-283-644,Suite 482 2 Martin Copse,,East John,NT,2687,AU,-38.220664,134.645684,2003-07-17,2024-06-24T01:45:45,False,False
127,CUST-A-9--000,Peter,Frederick,danahernandez@example.org,(08) 7969 5885,642 Adams Gap,,Port Elizabethstad,NSW,6493,AU,-34.961997,118.621003,1995-07-23,2024-11-16T11:07:23,False,True
128,CUST-A0A---A-,Benjamin,Burke,mwatson@example.com,08 5085 0419,06 George Rotary,,West Alejandro,VIC,2674,AU,-41.710531,115.573243,1969-03-10,2024-02-22T11:24:31,False,True
129,CUST----A9A-9,Steven,Brooks,oanderson@example.net,0482 445 621,Flat 31 01 Salinas Tor,,North Alexa,QLD,2284,AU,-43.133120,116.018604,1971-01-18,2024-10-28T13:58:55,False,True
130,CUST-A---9-9-,Rachel,Patel,zsloan@example.com,(03) 4048 1022,Flat 68 7 Leroy Roadway,,Campbellview,VIC,1700,AU,-41.044579,114.182765,1981-06-21,2024-09-10T14:02:58,False,True
131,CUST-Z-Z0A-0Z,Curtis,Flores,william93@example.com,+61347057108,974 Tyler Tarn,,New Codyburgh,SA,8176,AU,-41.842571,148.903172,1995-09-14,2024-09-16T10:25:50,False,True
